duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class
0,tcp,pop_3,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,1,1,0,0,1,0,0,1,0.341176,0.34,0.01,0.01,0,1,1,0,0,anomaly
0,tcp,http,SF,0.000003,0.001354,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.033268,0.033268,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,normal
0,tcp,http,SF,0.000004,0.001349,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.033268,0.035225,0,0,0,0,1,0,0.11,0.141176,1,1,0,0.03,0.02,0,0,0,0,normal
0,tcp,courier,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227006,0.015656,0,0,1,1,0.07,0.07,0,1,0.031373,0.03,0.06,0,0,0,0,1,1,anomaly
0,tcp,discard,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534247,0.02544,0,0,1,1,0.05,0.06,0,1,0.05098,0.05,0.06,0,0,0,0,1,1,anomaly
0,tcp,http,SF,0.000005,0.004786,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.043053,0.09002,0,0,0,0,1,0,0.11,0.705882,1,1,0,0.01,0.01,0,0,0,0,normal
0,tcp,http,SF,0.000005,0.000327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.013699,0.013699,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,normal
0,icmp,ecr_i,SF,0.000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.180392,0.231373,1,0,1,0.14,0,0,0,0,anomaly
0,udp,private,SF,0.000001,0.000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0.83,0,0,0,0,0,normal
0.013948,tcp,http,RSTR,0.001225,0.000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.023483,0.023483,0,0,1,1,1,0,0,0.945098,0.933333,0.99,0.01,0,0,0,0,0.07,0.07,anomaly
0,tcp,smtp,SF,0.000011,0.000209,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.003914,0,0,0,0,1,0,1,0.619608,0.321569,0.52,0.06,0.01,0,0.01,0,0,0,normal
0,tcp,http,SF,0.000005,0.014707,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.029354,0.029354,0,0,0,0,1,0,0,0.078431,1,1,0,0.05,0.02,0.05,0,0,0,normal
0,udp,private,SF,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078278,0.005871,0,0,0,0,0.08,0.38,0,1,0.011765,0.01,0.58,0.99,0,0,0,0.01,0,normal
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945205,0.001957,0.05,0,0.92,1,0,1,0,1,0.003922,0,1,0,0,0,0,0.96,1,anomaly
0,tcp,imap4,RSTO,0,0.000033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,1,1,0.5,1,1,0.72549,0.231373,0.24,0.03,0.01,0.03,0.01,0,0.89,0.95,anomaly
0,tcp,http,SF,0.000003,0.00958,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.021526,0.021526,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,normal
0.000139,tcp,ftp,SF,0.000004,0.000511,0,0,0,0.039604,0,1,0,0,0,0,0.04,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.207843,0.105882,0.51,0.08,0.02,0,0,0,0,0,anomaly
0,udp,domain_u,SF,0.000001,0.000053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221135,0.221135,0,0,0,0,1,0,0,1,0.996078,1,0.01,0,0,0,0,0,0,normal
0,tcp,ftp_data,SF,0.001407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029354,0.029354,0,0,0,0,1,0,0,0.796078,0.447059,0.38,0.01,0.38,0.02,0,0,0,0,normal
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2818,0.015656,1,1,0,0,0.06,0.06,0,1,0.031373,0.03,0.06,0,0,1,1,0,0,anomaly
0,tcp,http,SF,0.000004,0.003691,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.02544,0.02544,0,0,0,0,1,0,0,0.05098,1,1,0,0.08,0.01,0,0,0,0,normal
0,tcp,http,SF,0.000005,0.002017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.056751,0.072407,0.03,0.05,0,0,1,0,0.08,0.113725,1,1,0,0.03,0.04,0.03,0,0,0,normal
0,tcp,http,SF,0.000005,0.002398,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.09589,0.097847,0,0,0,0,1,0,0.04,1,1,1,0,0,0,0,0,0,0,normal
0,tcp,mtp,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.520548,0.015656,0,0,1,1,0.03,0.06,0,1,0.031373,0.03,0.06,0,0,0,0,1,1,anomaly
0,tcp,http,SF,0.000004,0.002404,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.015656,0.041096,0,0,0,0,1,0,0.1,1,1,1,0,0,0,0,0,0,0,normal
0,tcp,systat,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549902,0.011742,1,1,0,0,0.02,0.06,0,1,0.023529,0.02,0.07,0,0,1,1,0,0,anomaly
0,tcp,http,SF,0.000868,0.006177,0,0,0,0.019802,0,1,0.001256,0,0,0,0,0,0,0,0,0,0.007828,0.046967,0,0,0,0,1,0,0.08,1,0.980392,0.98,0.01,0,0,0,0,0.06,0.06,anomaly
0,tcp,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.023483,1,0.33,0,0.67,1,0,0.92,0.356863,0.337255,0.34,0.03,0.01,0.03,1,1,0,0,anomaly
0,udp,private,SF,0.000001,0.000033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133072,0.133072,0,0,0,0,1,0,0,1,1,1,0,0.26,0,0,0,0,0,normal
0,tcp,http,SF,0.000005,0.000363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.005871,0.031311,0,0,0,0,1,0,0.12,0.011765,0.611765,1,0,0.33,0.04,0,0.01,0,0,normal
0,tcp,http,SF,0.000004,0.00366,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.080235,0,0,0,0,1,0,0.07,1,0.945098,0.95,0.02,0,0,0,0,0,0,normal
0,tcp,iso_tsap,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46771,0.013699,0,0,1,1,0.03,0.06,0,1,0.027451,0.03,0.07,0,0,0,0,1,1,anomaly
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393346,0.005871,0,0,1,1,0.01,0.08,0,1,0.011765,0.01,0.08,0,0,0,0,1,1,anomaly
0.004886,tcp,ftp,SF,0.000003,0.000445,0,0,0,0.019802,0,1,0,0,0,0,0,0,0,0,0,1,0.001957,0.001957,0,0,0,0,1,0,0,1,0.145098,0.15,0.02,0,0,0,0,0.44,0,anomaly
0,tcp,http,SF,0.000004,0.000378,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.082353,1,1,0,0.05,0.04,0,0,0,0,normal
0,tcp,imap4,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547945,0.015656,0,0,1,1,0.03,0.06,0,1,0.031373,0.03,0.06,0,0,0,0,1,1,anomaly
0,udp,private,SF,0.000002,0.000108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,0.035294,0.035294,1,0,0.11,0,0,0,0,0,anomaly
0.128701,tcp,telnet,SF,0,0.000033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.85098,0.85,0.03,0,0,0.33,0.39,0.12,0.06,anomaly
0,tcp,http,SF,0.000004,0.000294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.015656,0.015656,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,normal
0.000069,tcp,pop_3,SF,0,0.000069,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.976471,0.98,0.02,0,0,0,0,0,0,anomaly
0.004851,tcp,ftp_data,SF,0.004514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,0.027451,0.039216,0.86,0.29,0.86,0.2,0,0,0,0,anomaly
0,tcp,http,SF,0.000004,0.001664,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.005871,0.005871,0,0,0,0,1,0,0,1,0.772549,0.77,0.02,0,0,0,0,0,0,normal
0,tcp,http,SF,0.000004,0.006473,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003914,0.039139,0,0,0,0,1,0,0.2,1,1,1,0,0,0,0,0,0,0,normal
0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806262,0.001957,0.15,0,0.83,1,0,1,0,1,0.003922,0,0.96,0,0,0.1,0,0.89,1,anomaly
0,tcp,http,SF,0.000003,0.000479,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.058708,0.058708,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,normal
0,tcp,telnet,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007828,0.011742,0,0,1,1,0.25,1,0.83,0.415686,0.333333,0.29,0.05,0.01,0.02,0.02,0,0.91,0.67,anomaly
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213307,0.02544,0,0,1,1,0.12,0.06,0,1,0.05098,0.05,0.07,0,0,0,0,1,1,anomaly
0,tcp,smtp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223092,0.001957,1,1,0,0,0.01,0.06,0,1,0.003922,0,0.05,0,0,1,1,0,0,anomaly
0,tcp,http,SF,0.000003,0.000484,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.037182,0.037182,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,normal
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422701,0.027397,0,0,1,1,0.06,0.06,0,1,0.054902,0.05,0.07,0,0,0,0,1,1,anomaly
0,tcp,smtp,SF,0,0.000062,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.003914,0,0,0,0,1,0,1,0.239216,0.572549,0.8,0.07,0.02,0.01,0,0,0,0.01,normal
0,tcp,http,SF,0.000005,0.00036,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,0.039216,1,1,0,0.1,0.05,0,0,0,0,normal
0,tcp,http,SF,0.000005,0.001239,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.015656,0.058708,0,0,0,0,1,0,0.17,0.333333,0.992157,1,0,0.01,0.04,0,0,0,0,normal
0,tcp,csnet_ns,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491194,0.005871,0,0,1,1,0.01,0.06,0,1,0.011765,0.01,0.06,0,0,0,0,1,1,anomaly
0,tcp,http,SF,0.000003,0.000319,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.156863,1,1,0,0.03,0.04,0,0,0,0,normal
0,tcp,http,SF,0.000006,0.002742,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.021526,0.021526,0,0,0,0,1,0,0,0.317647,1,1,0,0.01,0.03,0,0,0,0,normal
0.140206,tcp,telnet,SF,0,0.000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.262745,0.26,0.03,0,0,0,0.01,0.11,0.19,anomaly
0,tcp,http,SF,0.000004,0.00099,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,0.027451,1,1,0,0.14,0.04,0,0,0,0,normal
0,tcp,http,SF,0.000005,0.00021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.046967,0.056751,0,0,0,0,1,0,0.1,1,1,1,0,0,0,0,0,0,0,normal
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522505,0.037182,0.01,0,0.99,1,0.07,0.06,0,1,0.07451,0.07,0.06,0,0,0.01,0,0.99,1,anomaly
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452055,0.011742,0,0,1,1,0.03,0.07,0,1,0.023529,0.02,0.07,0,0,0,0,1,1,anomaly
0,icmp,ecr_i,SF,0.000024,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.003922,0.098039,1,0,1,0.52,0,0,0,0,anomaly
0,tcp,http,SF,0.000003,0.000973,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007828,0.007828,0,0,0,0,1,0,0,0.015686,0.984314,1,0,0.25,0.08,0,0,0,0,normal
0,tcp,http,SF,0.000004,0.000752,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.050881,0.050881,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,normal
0,tcp,http,SF,0.000005,0.000812,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.009785,0.015656,0,0,0,0,1,0,0.38,0.270588,1,1,0,0.01,0.01,0,0,0,0,normal
0,tcp,finger,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113503,0.037182,0,0,1,1,0.33,0.07,0,1,0.243137,0.24,0.11,0,0,0,0,1,1,anomaly
0,tcp,pop_3,RSTO,0,0.000027,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.005871,0.013699,0,0,1,1,0.33,1,1,0.741176,0.235294,0.24,0.03,0.01,0.03,0,0,0.88,0.98,anomaly
0,tcp,http,SF,0.000004,0.007804,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.005871,0.005871,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,normal
0,tcp,ftp_data,SF,0.000027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.141176,0.027451,0.19,0.11,0.19,0,0,0,0,0,normal
0,tcp,http,SF,0.000005,0.000676,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.027397,0.029354,0,0,0,0,1,0,0.13,0.054902,1,1,0,0.07,0.03,0,0,0,0,normal
0,tcp,http,SF,0.000005,0.002072,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.015656,0.015656,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,normal
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201566,0.007828,0,0,1,1,0.04,0.06,0,1,0.015686,0.02,0.06,0,0,0,0,1,1,anomaly
0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,1,1,1,0,0,1,0.05098,0.05,0.02,0,0,0,0,0.06,1,anomaly
0.000052,tcp,pop_3,SF,0,0.000069,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.996078,1,0.01,0,0,0,0,0,0,anomaly
0,tcp,smtp,SF,0,0.000062,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.431373,0.098039,0.23,0.13,0.01,0,0,0,0,0,normal
0,tcp,http,SF,0.000004,0.003367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.011742,0.011742,0,0,0,0,1,0,0,0.376471,1,1,0,0.01,0.02,0,0,0,0,normal
0,udp,domain_u,SF,0.000001,0.000084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005871,0.009785,0,0,0,0,1,0,0.4,1,0.992157,0.99,0.01,0,0,0,0,0,0,normal
0,tcp,private,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,1,1,0,0,1,0,0,0.117647,0.003922,0.03,1,1,0,1,1,0,0,anomaly
0,tcp,uucp,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232877,0.013699,0,0,1,1,0.06,0.07,0,1,0.027451,0.03,0.06,0,0,0,0,1,1,anomaly
0,tcp,other,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972603,0.001957,0,1,0.99,0,0,1,0,1,0.003922,0,1,0,0,0.01,1,0.99,0,anomaly
0,tcp,ftp,SF,0,0.000117,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1,0.001957,0.001957,0,0,0,0,1,0,0,0.607843,0.278431,0.46,0.03,0.01,0,0,0,0,0,anomaly
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424658,0.011742,0,0,1,1,0.03,0.07,0,1,0.023529,0.02,0.07,0,0,0,0,1,1,anomaly
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207436,0.029354,0,0,1,1,0.14,0.08,0,1,0.058824,0.06,0.06,0,0,0,0,1,1,anomaly
0.000017,tcp,smtp,SF,0.000016,0.000245,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.243137,0.164706,0.66,0.05,0.02,0.05,0,0,0,0,normal
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46771,0.023483,0,0,1,1,0.05,0.07,0,1,0.047059,0.05,0.07,0,0,0,0,1,1,anomaly
0.000537,tcp,telnet,SF,0.000003,0.001195,0,0,0,0.009901,0,1,0.001256,0,0,0.001139,0.02,0.2,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.972549,0.12549,0.13,0.03,0,0,0,0,0,0,anomaly
0,tcp,http,SF,0.000003,0.00136,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,0.101961,0.898039,1,0,0.04,0.05,0,0,0,0,normal
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228963,0.019569,0,0,1,1,0.09,0.06,0,1,0.039216,0.04,0.05,0,0,0,0,1,1,anomaly
0,tcp,http,SF,0.000004,0.000626,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.048924,0.048924,0,0,0,0,1,0,0,0.098039,1,1,0,0.04,0.06,0,0,0,0,normal
0,tcp,http,SF,0.000003,0.010466,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.592157,0.592157,1,0,0.01,0,0,0,0,0,normal
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446184,0.029354,0,0,1,1,0.07,0.07,0,1,0.058824,0.06,0.08,0,0,0,0,1,1,anomaly
0.139998,tcp,telnet,SF,0,0.000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.270588,0.27,0.03,0,0,0,0.01,0.11,0.19,anomaly
0.140761,tcp,telnet,SF,0,0.000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.235294,0.24,0.04,0,0,0,0.02,0.11,0.22,anomaly
0,tcp,http,SF,0.000004,0.000207,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.005871,0.009785,0,0,0,0,1,0,0.4,1,1,1,0,0,0,0,0,0,0,normal
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506849,0.039139,1,1,0,0,0.08,0.07,0,1,0.078431,0.08,0.07,0,0,1,1,0,0,anomaly
0,tcp,http,SF,0.000005,0.000276,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.031311,0.033268,0,0,0,0,1,0,0.12,1,1,1,0,0,0,0,0,0,0,normal
0,icmp,ecr_i,SF,0.000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338552,0.338552,0,0,0,0,1,0,0,1,0.996078,1,0.01,1,0,0,0,0,0,anomaly
0,tcp,whois,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551859,0.033268,0,0,1,1,0.06,0.06,0,1,0.066667,0.07,0.07,0,0,0,0,1,1,anomaly
0,udp,private,SF,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009785,0.009785,0,0,0,0,1,0,0,1,0.996078,1,0.01,0,0,0,0,0,0,anomaly
0,tcp,http,SF,0.000005,0.000215,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.011742,0.021526,0,0,0,0,1,0,0.36,0.117647,1,1,0,0.03,0.01,0,0,0,0,normal
